wall_time,fusion_id,trigger_source,trigger_stamp,camera_found,lidar_found,gps_found,gps_interpolated,imu_found,depth_found,odom_found,camera_delta_ms,lidar_delta_ms,imu_delta_ms,depth_delta_ms,odom_delta_ms,gps_delta_ms,fusion_latency_ms
1786563892347,182,camera,1775762906.302808046,1,0,1,1,1,0,1,0.0000,-1.0000,4.9257,-1.0000,0.0000,0.0000,0.3464
1786563892736,183,camera,1775762906.667752981,1,0,1,1,1,0,1,0.0000,-1.0000,0.4043,-1.0000,0.0000,0.0000,0.3506
1786563893049,184,camera,1775762907.001144171,1,0,1,1,1,0,1,0.0000,-1.0000,3.3547,-1.0000,0.0000,0.0000,0.3868
1786563893414,185,camera,1775762907.367635965,1,0,1,1,1,0,1,0.0000,-1.0000,0.6323,-1.0000,0.0000,0.0000,0.5285
1786563894120,186,camera,1775762908.067890882,1,0,1,1,1,0,1,0.0000,-1.0000,1.3077,-1.0000,0.0000,0.0000,0.3026
1786563894485,187,camera,1775762908.434386253,1,0,1,1,1,0,0,0.0000,-1.0000,33.1023,-1.0000,-1.0000,0.0000,0.2799
1786563894773,188,camera,1775762908.734810114,1,0,1,0,1,0,1,0.0000,-1.0000,8.6987,-1.0000,0.0000,265.6533,0.3196
1786563894823,189,lidar,18186.813801560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1711
1786563895338,190,camera,1775762909.305130959,1,0,1,0,1,0,1,0.0000,-1.0000,3.6827,-1.0000,0.0000,835.9743,0.2947
1786563895822,191,camera,1775762909.768002033,1,0,1,0,1,0,1,0.0000,-1.0000,4.7167,-1.0000,0.0000,1298.8453,0.3100
1786563896237,192,camera,1775762910.201382160,1,0,1,0,1,0,1,0.0000,-1.0000,4.6267,-1.0000,0.0000,1732.2253,0.3936
1786563896586,193,camera,1775762910.534655094,1,0,1,0,1,0,1,0.0000,-1.0000,0.5787,-1.0000,0.0000,2065.4983,0.3434
1786563896939,194,camera,1775762910.901262045,1,0,1,1,1,0,1,0.0000,-1.0000,3.8808,-1.0000,0.0000,0.0000,0.3057
1786563897290,195,camera,1775762911.234779119,1,0,1,1,1,0,1,0.0000,-1.0000,4.4897,-1.0000,0.0000,0.0000,0.3320
1786563897640,196,camera,1775762911.570202112,1,0,1,1,1,0,1,0.0000,-1.0000,1.7083,-1.0000,0.0000,0.0000,0.3341
1786563897833,197,lidar,18189.813868560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1592
1786563898438,198,camera,1775762912.401510239,1,0,1,1,1,0,1,0.0000,-1.0000,2.3563,-1.0000,0.0000,0.0000,0.2881
1786563898814,199,camera,1775762912.768137932,1,0,1,1,1,0,1,0.0000,-1.0000,0.7607,-1.0000,0.0000,0.0000,0.2516
1786563899211,200,camera,1775762913.168203115,1,0,1,1,1,0,1,0.0000,-1.0000,1.7018,-1.0000,0.0000,0.0000,0.3471
1786563899549,201,camera,1775762913.501650095,1,0,1,0,1,0,1,0.0000,-1.0000,0.8588,-1.0000,0.0000,33.9898,0.3669
1786563899634,202,lidar,18191.813768560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1186
1786563899836,203,camera,1775762913.801635981,1,0,1,0,1,0,1,0.0000,-1.0000,2.0098,-1.0000,0.0000,333.9758,0.3775
1786563900192,204,camera,1775762914.135040045,1,0,1,0,1,0,1,0.0000,-1.0000,3.6563,-1.0000,0.0000,667.3798,0.3655
1786563900586,205,camera,1775762914.534889936,1,0,1,0,1,0,1,0.0000,-1.0000,4.2262,-1.0000,0.0000,1067.2298,0.2799
1786563900908,206,camera,1775762914.868381977,1,0,1,0,1,0,1,0.0000,-1.0000,0.0408,-1.0000,0.0000,1400.7218,0.2894
1786563901285,207,camera,1775762915.235008001,1,0,1,0,1,0,1,0.0000,-1.0000,0.5457,-1.0000,0.0000,1767.3478,0.4056
1786563901621,208,lidar,18193.813749560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1659
1786563901654,209,camera,1775762915.601766109,1,0,1,0,1,0,1,0.0000,-1.0000,4.0648,-1.0000,0.0000,2134.1058,0.4009
1786563901939,210,camera,1775762915.901745081,1,0,1,1,1,0,1,0.0000,-1.0000,4.9212,-1.0000,0.0000,0.0000,0.3055
1786563902625,211,camera,1775762916.568503141,1,0,1,1,1,0,1,0.0000,-1.0000,4.2107,-1.0000,0.0000,0.0000,0.3365
1786563903571,212,lidar,18195.813791560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1794
1786563903688,213,camera,1775762917.635265112,1,0,1,1,1,0,1,0.0000,-1.0000,5.4062,-1.0000,0.0000,0.0000,0.3800
1786563904407,214,camera,1775762918.368514061,1,0,1,1,1,0,1,0.0000,-1.0000,4.6553,-1.0000,0.0000,0.0000,0.3467
1786563904742,215,camera,1775762918.702007055,1,0,1,0,1,0,1,0.0000,-1.0000,1.8767,-1.0000,0.0000,234.6279,0.2936
1786563905920,216,camera,1775762919.869062185,1,0,1,0,1,0,1,0.0000,-1.0000,5.5408,-1.0000,0.0000,1401.6830,0.3531
1786563906562,217,lidar,18198.813805560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1630
1786563907074,218,camera,1775762921.035396099,1,0,1,1,1,0,0,0.0000,-1.0000,2.7877,-1.0000,-1.0000,0.0000,0.3831
1786563907459,219,camera,1775762921.404824018,1,0,1,1,1,0,1,0.0000,-1.0000,0.2097,-1.0000,0.0000,0.0000,0.3567
1786563907855,220,camera,1775762921.802327156,1,0,1,1,1,0,1,0.0000,-1.0000,2.6133,-1.0000,0.0000,0.0000,0.3398
1786563908205,221,camera,1775762922.169724226,1,0,1,1,1,0,1,0.0000,-1.0000,0.6303,-1.0000,0.0000,0.0000,0.3204
1786563908590,222,lidar,18200.813799560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1585
1786563908932,223,camera,1775762922.869010925,1,0,1,1,1,0,1,0.0000,-1.0000,4.1673,-1.0000,0.0000,0.0000,0.2957
1786563909561,224,lidar,18201.813803560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1684
1786563909688,225,camera,1775762923.635653019,1,0,1,0,1,0,1,0.0000,-1.0000,3.8443,-1.0000,0.0000,144.1712,0.4018
1786563910049,226,camera,1775762924.002274990,1,0,1,0,1,0,1,0.0000,-1.0000,0.3563,-1.0000,0.0000,510.7932,0.3049
1786563910450,227,camera,1775762924.402266026,1,0,1,0,1,0,1,0.0000,-1.0000,2.7177,-1.0000,0.0000,910.7842,0.3010
1786563910822,228,camera,1775762924.770303011,1,0,1,0,1,0,1,0.0000,-1.0000,2.8143,-1.0000,0.0000,1278.8212,0.3433
1786563911158,229,camera,1775762925.102514982,1,0,1,0,1,0,1,0.0000,-1.0000,2.1287,-1.0000,0.0000,1611.0332,0.2620
1786563911575,230,lidar,18203.813787560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1686
1786563911627,231,camera,1775762925.569084883,1,0,1,0,1,0,1,0.0000,-1.0000,3.0713,-1.0000,0.0000,2077.6032,0.2692
1786563912807,232,camera,1775762926.769263029,1,0,1,1,1,0,1,0.0000,-1.0000,0.8757,-1.0000,0.0000,0.0000,0.3444
1786563913219,233,camera,1775762927.169269085,1,0,1,1,1,0,1,0.0000,-1.0000,1.1353,-1.0000,0.0000,0.0000,0.4030
1786563913589,234,camera,1775762927.536714077,1,0,1,1,1,0,1,0.0000,-1.0000,1.5297,-1.0000,0.0000,0.0000,0.3675
1786563913922,235,camera,1775762927.869399071,1,0,1,1,1,0,1,0.0000,-1.0000,3.4647,-1.0000,0.0000,0.0000,0.2987
1786563914262,236,camera,1775762928.202770233,1,0,1,1,1,0,1,0.0000,-1.0000,2.1787,-1.0000,0.0000,0.0000,0.3417
1786563914641,237,camera,1775762928.602771044,1,0,1,0,1,0,1,0.0000,-1.0000,4.8973,-1.0000,0.0000,129.3648,0.3596
1786563915085,238,camera,1775762929.036143064,1,0,1,0,1,0,1,0.0000,-1.0000,2.2493,-1.0000,0.0000,562.7368,0.3830
1786563915499,239,camera,1775762929.436018229,1,0,1,0,1,0,1,0.0000,-1.0000,3.4757,-1.0000,0.0000,962.6118,0.3961
1786563915815,240,camera,1775762929.769522190,1,0,1,0,1,0,1,0.0000,-1.0000,2.0567,-1.0000,0.0000,1296.1158,0.3168
1786563916166,241,camera,1775762930.102895021,1,0,1,0,1,0,1,0.0000,-1.0000,3.3037,-1.0000,0.0000,1629.4888,0.4004
1786563916511,242,camera,1775762930.469506025,1,0,1,0,1,0,1,0.0000,-1.0000,1.4127,-1.0000,0.0000,1996.0998,0.3265
1786563916886,243,camera,1775762930.836288929,1,0,1,0,1,0,1,0.0000,-1.0000,0.6903,-1.0000,0.0000,2362.8828,0.2769
1786563917281,244,camera,1775762931.236146212,1,0,1,1,1,0,1,0.0000,-1.0000,4.6527,-1.0000,0.0000,0.0000,0.2984
1786563917673,245,camera,1775762931.636265993,1,0,1,1,1,0,1,0.0000,-1.0000,2.1352,-1.0000,0.0000,0.0000,0.3244
1786563918020,246,camera,1775762931.969519138,1,0,1,1,1,0,1,0.0000,-1.0000,4.4253,-1.0000,0.0000,0.0000,0.3244
1786563918387,247,camera,1775762932.338495970,1,0,1,1,1,0,1,0.0000,-1.0000,1.1248,-1.0000,0.0000,0.0000,0.3384
1786563918591,248,lidar,18210.813792560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1832
1786563919559,249,camera,1775762933.469767094,1,0,1,1,1,0,1,0.0000,-1.0000,2.9008,-1.0000,0.0000,0.0000,0.4499
1786563919604,250,lidar,18211.813808560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1741
1786563920233,251,camera,1775762934.170521021,1,0,1,0,1,0,1,0.0000,-1.0000,1.4723,-1.0000,0.0000,669.7270,0.2669
1786563920579,252,lidar,18212.813802560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1770
1786563920952,253,camera,1775762934.903291225,1,0,1,0,1,0,1,0.0000,-1.0000,1.6273,-1.0000,0.0000,1402.4970,0.2927
1786563921313,254,camera,1775762935.271836042,1,0,1,0,1,0,1,0.0000,-1.0000,2.4727,-1.0000,0.0000,1771.0420,0.3271
1786563921682,255,camera,1775762935.636647224,1,0,1,0,1,0,1,0.0000,-1.0000,2.3683,-1.0000,0.0000,2135.8530,0.2051
1786563922113,256,camera,1775762936.037084818,1,0,1,1,1,0,1,0.0000,-1.0000,0.2587,-1.0000,0.0000,0.0000,0.2018
1786563924090,257,camera,1775762938.036643982,1,0,1,1,1,0,1,0.0000,-1.0000,2.8903,-1.0000,0.0000,0.0000,0.3512
1786563924422,258,camera,1775762938.370028019,1,0,1,1,1,0,1,0.0000,-1.0000,4.5168,-1.0000,0.0000,0.0000,0.3220
1786563924572,259,lidar,18216.813812560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1766
1786563924841,260,camera,1775762938.803519964,1,0,1,0,1,0,1,0.0000,-1.0000,4.9513,-1.0000,0.0000,293.5358,0.3096
1786563925191,261,camera,1775762939.136900187,1,0,1,0,1,0,1,0.0000,-1.0000,1.5088,-1.0000,0.0000,626.9158,0.4092
1786563925620,262,camera,1775762939.570274115,1,0,1,0,1,0,0,0.0000,-1.0000,0.7072,-1.0000,-1.0000,1060.2898,0.2891
1786563926356,263,camera,1775762940.303653002,1,0,1,0,1,0,1,0.0000,-1.0000,5.8443,-1.0000,98.4460,1793.6688,0.3409
1786563926552,264,lidar,18218.813796560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1830
1786563926721,265,camera,1775762940.670419931,1,0,1,0,1,0,1,0.0000,-1.0000,0.3338,-1.0000,0.0000,2160.4358,0.4032
1786563927139,266,camera,1775762941.070271969,1,0,1,0,1,0,1,0.0000,-1.0000,5.0142,-1.0000,0.0000,2560.2878,0.3499
1786563927543,267,camera,1775762941.504097939,1,0,1,1,1,0,1,0.0000,-1.0000,3.3518,-1.0000,0.0000,0.0000,0.3974
1786563927572,268,lidar,18219.813802560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1741
1786563927887,269,camera,1775762941.836786985,1,0,1,1,1,0,1,0.0000,-1.0000,5.8467,-1.0000,0.0000,0.0000,0.4961
1786563928279,270,camera,1775762942.237030029,1,0,1,1,1,0,1,0.0000,-1.0000,1.8588,-1.0000,0.0000,0.0000,0.1507
1786563928674,271,camera,1775762942.637172937,1,0,1,1,1,0,1,0.0000,-1.0000,0.6657,-1.0000,0.0000,0.0000,0.3737
1786563929087,272,camera,1775762943.037291050,1,0,1,1,1,0,1,0.0000,-1.0000,0.6827,-1.0000,0.0000,0.0000,0.3644
1786563929497,273,camera,1775762943.436908007,1,0,1,1,1,0,1,0.0000,-1.0000,1.2007,-1.0000,0.0000,0.0000,0.3185
1786563929649,274,lidar,18221.813788560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1875
1786563929879,275,camera,1775762943.837273121,1,0,1,1,1,0,1,0.0000,-1.0000,3.8468,-1.0000,0.0000,0.0000,0.4065
1786563930279,276,camera,1775762944.237319946,1,0,1,0,1,0,1,0.0000,-1.0000,3.3638,-1.0000,0.0000,191.5832,0.4940
1786563930626,277,camera,1775762944.570588112,1,0,1,0,1,0,1,0.0000,-1.0000,0.5232,-1.0000,0.0000,524.8512,0.3007
1786563930955,278,camera,1775762944.904026031,1,0,1,0,1,0,1,0.0000,-1.0000,1.7052,-1.0000,0.0000,858.2892,0.2824
1786563931277,279,camera,1775762945.237402201,1,0,1,0,1,0,1,0.0000,-1.0000,2.1208,-1.0000,0.0000,1191.6652,0.3442
1786563931539,280,lidar,18223.813811560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1735
1786563931644,281,camera,1775762945.571660995,1,0,1,0,1,0,1,0.0000,-1.0000,3.3102,-1.0000,0.0000,1525.9242,0.3221
1786563931961,282,camera,1775762945.904303074,1,0,1,1,1,0,1,0.0000,-1.0000,4.8518,-1.0000,0.0000,0.0000,0.2760
1786563932405,283,camera,1775762946.337581158,1,0,1,1,1,0,1,0.0000,-1.0000,0.4252,-1.0000,0.0000,0.0000,0.3282
1786563932551,284,lidar,18224.813816560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1989
1786563932761,285,camera,1775762946.704214096,1,0,1,1,1,0,1,0.0000,-1.0000,1.1678,-1.0000,0.0000,0.0000,0.4198
1786563933155,286,camera,1775762947.104252815,1,0,1,1,1,0,1,0.0000,-1.0000,4.2032,-1.0000,0.0000,0.0000,0.2665
1786563934022,287,camera,1775762947.970797062,1,0,1,1,1,0,1,0.0000,-1.0000,3.7742,-1.0000,0.0000,0.0000,0.3006
1786563934574,288,lidar,18226.813799560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2059
1786563934821,289,camera,1775762948.772356033,1,0,1,0,1,0,1,0.0000,-1.0000,0.0473,-1.0000,0.0000,303.4993,0.3152
1786563935177,290,camera,1775762949.137532234,1,0,1,0,1,0,1,0.0000,-1.0000,1.9892,-1.0000,0.0000,668.6753,0.4022
1786563935588,291,camera,1775762949.537797213,1,0,1,0,1,0,1,0.0000,-1.0000,0.6733,-1.0000,0.0000,1068.9403,0.3786
1786563935964,292,camera,1775762949.904274940,1,0,1,0,1,0,1,0.0000,-1.0000,2.4713,-1.0000,0.0000,1435.4183,0.4305
1786563936328,293,camera,1775762950.271153212,1,0,1,0,1,0,1,0.0000,-1.0000,2.9282,-1.0000,0.0000,1802.2963,0.3586
1786563936550,294,lidar,18228.813805560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1877
1786563936777,295,camera,1775762950.737785101,1,0,1,0,1,0,1,0.0000,-1.0000,4.8087,-1.0000,0.0000,2268.9283,0.3926
1786563937201,296,camera,1775762951.138772011,1,0,1,1,1,0,1,0.0000,-1.0000,6.1733,-1.0000,0.0000,0.0000,0.2715
1786563937563,297,camera,1775762951.504533052,1,0,1,1,1,0,1,0.0000,-1.0000,4.7218,-1.0000,0.0000,0.0000,0.3000
1786563937941,298,camera,1775762951.904532909,1,0,1,1,1,0,1,0.0000,-1.0000,0.4782,-1.0000,0.0000,0.0000,0.4005
1786563938275,299,camera,1775762952.237782955,1,0,1,1,1,0,1,0.0000,-1.0000,3.5468,-1.0000,0.0000,0.0000,0.3864
1786563938552,300,lidar,18230.813812560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2198
1786563938622,301,camera,1775762952.572211027,1,0,1,1,1,0,1,0.0000,-1.0000,1.3802,-1.0000,0.0000,0.0000,0.4457
1786563939429,302,camera,1775762953.372197151,1,0,1,1,1,0,1,0.0000,-1.0000,0.8683,-1.0000,0.0000,0.0000,0.4334
1786563939686,303,lidar,18231.813796560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2335
1786563939832,304,camera,1775762953.772208214,1,0,1,0,1,0,1,0.0000,-1.0000,4.4807,-1.0000,0.0000,293.9836,0.3226
1786563940157,305,camera,1775762954.105810165,1,0,1,0,1,0,1,0.0000,-1.0000,0.4287,-1.0000,0.0000,627.5856,0.3788
1786563940514,306,camera,1775762954.471276045,1,0,1,0,1,0,1,0.0000,-1.0000,5.0673,-1.0000,33.1160,993.0516,0.3879
1786563940565,307,lidar,18232.813799560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2205
1786563940888,308,camera,1775762954.838154078,1,0,1,0,1,0,1,0.0000,-1.0000,1.8353,-1.0000,0.0000,1359.9296,0.3601
1786563941226,309,camera,1775762955.171586990,1,0,1,0,1,0,1,0.0000,-1.0000,5.7183,-1.0000,0.0000,1693.3626,0.4278
1786563941571,310,lidar,18233.813806560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2171
1786563941590,311,camera,1775762955.538038015,1,0,1,0,1,0,1,0.0000,-1.0000,3.0107,-1.0000,0.0000,2059.8136,0.3641
1786563942482,312,camera,1775762956.438289165,1,0,1,1,1,0,1,0.0000,-1.0000,2.6847,-1.0000,0.0000,0.0000,0.3580
1786563942550,313,lidar,18234.813797560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1808
1786563942888,314,camera,1775762956.838156939,1,0,1,1,1,0,1,0.0000,-1.0000,0.8117,-1.0000,0.0000,0.0000,0.3267
1786563943212,315,camera,1775762957.171666145,1,0,1,1,1,0,1,0.0000,-1.0000,1.7352,-1.0000,0.0000,0.0000,0.2455
1786563943560,316,lidar,18235.813802560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2122
1786563943592,317,camera,1775762957.538457155,1,0,1,1,1,0,1,0.0000,-1.0000,0.3758,-1.0000,0.0000,0.0000,0.4553
1786563943942,318,camera,1775762957.905433178,1,0,1,1,1,0,1,0.0000,-1.0000,2.3932,-1.0000,0.0000,0.0000,0.4060
1786563944292,319,camera,1775762958.238282919,1,0,1,1,1,0,0,0.0000,-1.0000,3.8332,-1.0000,-1.0000,0.0000,0.4203
1786563944697,320,camera,1775762958.638473034,1,0,1,0,1,0,1,0.0000,-1.0000,1.2457,-1.0000,0.0000,152.8432,0.3880
1786563944795,321,lidar,18236.813799560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1816
1786563945090,322,camera,1775762959.038401127,1,0,1,0,1,0,1,0.0000,-1.0000,1.4527,-1.0000,0.0000,552.7712,0.3332
1786563945760,323,camera,1775762959.673088074,1,0,1,0,1,0,1,0.0000,-1.0000,2.4232,-1.0000,0.0000,1187.4582,0.3374
1786563946547,324,camera,1775762960.505863905,1,0,1,0,1,0,1,0.0000,-1.0000,2.8397,-1.0000,0.0000,2020.2342,0.3681
1786563946615,325,lidar,18237.813811560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1943
1786563946881,326,camera,1775762960.838669062,1,0,1,0,1,0,1,0.0000,-1.0000,0.7403,-1.0000,0.0000,2353.0392,0.3092
1786563947616,327,camera,1775762961.572026014,1,0,1,1,1,0,1,0.0000,-1.0000,5.3927,-1.0000,0.0000,0.0000,0.5415
1786563948042,328,camera,1775762962.005328178,1,0,1,1,1,0,1,0.0000,-1.0000,4.9818,-1.0000,0.0000,0.0000,0.2655
1786563948409,329,camera,1775762962.372287035,1,0,1,1,1,0,1,0.0000,-1.0000,4.7283,-1.0000,0.0000,0.0000,0.4185
1786563950410,330,camera,1775762964.372295856,1,0,1,0,1,0,1,0.0000,-1.0000,24.3223,-1.0000,0.0000,869.4993,0.3729
1786563950753,331,lidar,18242.813808560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2643
1786563951567,332,camera,1775762965.507490158,1,0,1,0,1,0,1,0.0000,-1.0000,0.3687,-1.0000,0.0000,2004.6933,0.4280
1786563952008,333,camera,1775762965.939038992,1,0,1,1,1,0,1,0.0000,-1.0000,3.1878,-1.0000,0.0000,0.0000,0.2720
1786563952461,334,camera,1775762966.405539989,1,0,1,1,1,0,1,0.0000,-1.0000,3.8887,-1.0000,0.0000,0.0000,0.3500
1786563952890,335,camera,1775762966.839046240,1,0,1,1,1,0,1,0.0000,-1.0000,0.9077,-1.0000,0.0000,0.0000,0.4545
1786563953261,336,camera,1775762967.206843138,1,0,1,1,1,0,1,0.0000,-1.0000,2.8557,-1.0000,0.0000,0.0000,0.4115
1786563953610,337,camera,1775762967.572413921,1,0,1,1,1,0,0,0.0000,-1.0000,4.4972,-1.0000,-1.0000,0.0000,0.3502
1786563954026,338,camera,1775762967.972530127,1,0,1,1,1,0,1,0.0000,-1.0000,4.5162,-1.0000,0.0000,0.0000,0.3788
1786563954391,339,camera,1775762968.339041948,1,0,1,1,1,0,1,0.0000,-1.0000,2.3808,-1.0000,0.0000,0.0000,0.4320
1786563954799,340,camera,1775762968.741839170,1,0,1,0,1,0,1,0.0000,-1.0000,0.0222,-1.0000,0.0000,232.9221,0.3545
1786563954827,341,lidar,18246.813800560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2030
1786563955216,342,camera,1775762969.172538042,1,0,1,0,1,0,0,0.0000,-1.0000,0.1518,-1.0000,-1.0000,663.6211,0.2637
1786563955594,343,camera,1775762969.539197922,1,0,1,0,1,0,1,0.0000,-1.0000,0.4007,-1.0000,0.0000,1030.2811,0.3516
1786563955857,344,lidar,18247.813808560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1788
1786563955983,345,camera,1775762969.939203024,1,0,1,0,1,0,1,0.0000,-1.0000,3.0632,-1.0000,0.0000,1430.2861,0.3890
1786563956347,346,camera,1775762970.306411028,1,0,1,0,1,0,0,0.0000,-1.0000,0.5352,-1.0000,-1.0000,1797.4941,0.3733
1786563956727,347,camera,1775762970.673670053,1,0,1,0,1,0,0,0.0000,-1.0000,2.0438,-1.0000,-1.0000,2164.7531,0.4749
1786563956878,348,lidar,18248.813790560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1895
1786563957112,349,camera,1775762971.039288044,1,0,1,1,1,0,1,0.0000,-1.0000,4.6157,-1.0000,0.0000,0.0000,0.3907
1786563957631,350,lidar,18249.813795560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1791
1786563957947,351,camera,1775762971.906157970,1,0,1,1,1,0,1,0.0000,-1.0000,3.7368,-1.0000,0.0000,0.0000,0.4462
1786563958255,352,camera,1775762972.206159115,1,0,1,1,1,0,1,0.0000,-1.0000,4.9028,-1.0000,0.0000,0.0000,0.3491
1786563959058,353,camera,1775762973.006162882,1,0,1,1,1,0,1,0.0000,-1.0000,0.4282,-1.0000,0.0000,0.0000,0.4165
1786563959484,354,camera,1775762973.406289101,1,0,1,1,1,0,1,0.0000,-1.0000,12.2253,-1.0000,0.0000,0.0000,0.3836
1786563959784,355,lidar,18251.813786560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2100
1786563959955,356,camera,1775762973.906321049,1,0,1,0,1,0,1,0.0000,-1.0000,3.1048,-1.0000,0.0000,390.4457,0.3928
1786563960744,357,camera,1775762974.706295967,1,0,1,0,1,0,1,0.0000,-1.0000,3.0502,-1.0000,0.0000,1190.4207,0.3701
1786563960798,358,lidar,18252.813815560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.1924
1786563961124,359,camera,1775762975.073044062,1,0,1,0,1,0,1,0.0000,-1.0000,1.1928,-1.0000,0.0000,1557.1687,0.4394
1786563961558,360,camera,1775762975.506435156,1,0,1,0,1,0,1,0.0000,-1.0000,1.0988,-1.0000,0.0000,1990.5597,0.2817
1786563961577,361,lidar,18253.813810560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2309
1786563961915,362,camera,1775762975.873168230,1,0,1,0,1,0,1,0.0000,-1.0000,5.3268,-1.0000,0.0000,2357.2927,0.3106
1786563962326,363,camera,1775762976.239789009,1,0,1,1,1,0,1,0.0000,-1.0000,5.7672,-1.0000,0.0000,0.0000,0.3923
1786563962716,364,camera,1775762976.673015118,1,0,1,1,1,0,1,0.0000,-1.0000,0.9562,-1.0000,0.0000,0.0000,0.4551
1786563965208,365,camera,1775762979.139930010,1,0,1,0,1,0,1,0.0000,-1.0000,1.3988,-1.0000,0.0000,670.5004,0.3299
1786563965644,366,camera,1775762979.574235201,1,0,1,0,1,0,1,0.0000,-1.0000,2.6463,-1.0000,0.0000,1104.8054,0.4185
1786563965656,367,lidar,18257.813803560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2580
1786563966066,368,camera,1775762980.008033991,1,0,1,0,1,0,1,0.0000,-1.0000,3.3878,-1.0000,0.0000,1538.6044,0.3840
1786563966459,369,camera,1775762980.406804085,1,0,1,0,1,0,1,0.0000,-1.0000,3.0422,-1.0000,0.0000,1937.3744,0.3941
1786563967231,370,lidar,18258.813793560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2146
1786563967294,371,camera,1775762981.240047216,1,0,1,1,1,0,1,0.0000,-1.0000,1.2933,-1.0000,0.0000,0.0000,0.3451
1786563967682,372,camera,1775762981.640042067,1,0,1,1,1,0,1,0.0000,-1.0000,0.7583,-1.0000,0.0000,0.0000,0.3572
1786563968062,373,camera,1775762982.006799221,1,0,1,1,1,0,1,0.0000,-1.0000,2.5947,-1.0000,0.0000,0.0000,0.3972
1786563968570,374,lidar,18260.813796560,0,1,0,0,0,0,0,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.2077
