wall_time,fusion_id,trigger_source,trigger_stamp,camera_found,lidar_found,gps_found,imu_found,depth_found,odom_found,vel_found,rgb_raw_camera_info_found,stereo_found,camera_delta_ms,lidar_delta_ms,imu_delta_ms,depth_delta_ms,odom_delta_ms,gps_delta_ms,vel_delta_ms,rgb_raw_camera_info_delta_ms,stereo_delta_ms,fusion_latency_ms
1788948158778,90,depth,1775762871.364989042,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,3.0678,0.0000,0.0000,119.1333,142.7753,0.0000,0.0000,0.2896
1788948159210,91,depth,1775762871.798377991,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,2.0982,0.0000,0.0000,314.2557,290.6137,0.0000,0.0000,0.2819
1788948159596,92,depth,1775762872.098387003,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,1.3158,0.0000,0.0000,380.8971,399.5017,0.0000,0.0000,0.3009
1788948160007,93,depth,1775762872.531740189,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,3.7188,0.0000,0.0000,52.4559,33.8513,0.0000,0.0000,0.2780
1788948160355,94,depth,1775762872.899463892,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,1.2022,0.0000,0.0000,420.1799,401.5753,0.0000,0.0000,0.2811
1788948160737,95,depth,1775762873.264999866,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,3.1437,0.0000,0.0000,207.8989,232.5275,0.0000,0.0000,0.2729
1788948161116,96,depth,1775762873.631874084,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,0.9497,0.0000,0.0000,158.9751,134.3465,0.0000,0.0000,0.2986
1788948161447,97,depth,1775762873.998490095,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,1.5462,0.0000,0.0000,525.5911,500.9625,0.0000,0.0000,0.2956
1788948161856,98,depth,1775762874.398504019,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,0.8653,0.0000,0.0000,67.0899,98.2635,0.0000,0.0000,0.3002
1788948162696,99,depth,1775762874.831861973,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,3.6983,0.0000,0.0000,652.7520,668.2973,0.0000,0.0000,0.2955
1788948162711,100,depth,1775762875.231988907,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,1.1578,0.0000,0.0000,252.6250,268.1703,0.0000,0.0000,0.2895
1788948163116,101,depth,1775762875.598608017,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,3.0968,0.0000,0.0000,113.9940,98.4487,0.0000,0.0000,0.3956
1788948163478,102,depth,1775762876.033251047,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,12.2798,0.0000,0.0000,548.6370,533.0917,0.0000,0.0000,0.2787
1788948163857,103,depth,1775762876.398741007,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,2.1052,0.0000,0.0000,72.5274,92.2116,0.0000,0.0000,0.2769
1788948164222,104,depth,1775762876.798747063,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,0.0058,0.0000,0.0000,327.4786,307.7944,0.0000,0.0000,0.2749
1788948164627,105,depth,1775762877.165367126,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,4.1208,0.0000,0.0000,314.9116,331.7895,0.0000,0.0000,0.3020
1788948164927,106,depth,1775762877.566113949,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,3.2672,0.0000,0.0000,85.8354,68.9575,0.0000,0.0000,0.2665
1788948165373,107,depth,1775762877.932003021,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,0.1168,0.0000,0.0000,451.7244,434.8465,0.0000,0.0000,0.3074
1788948165852,108,depth,1775762878.332108974,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,2.2278,0.0000,0.0000,404.5449,834.9525,0.0000,0.0000,0.3042
1788948166220,109,depth,1775762878.798864126,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,5.0622,0.0000,0.0000,62.2101,44.7038,0.0000,0.0000,0.2977
1788948166576,110,depth,1775762879.165616035,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,4.2548,0.0000,0.0000,322.6044,342.8162,0.0000,0.0000,0.3119
1788948167004,111,depth,1775762879.565830231,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,3.6662,0.0000,0.0000,77.6096,57.3978,0.0000,0.0000,0.3029
1788948167379,112,depth,1775762879.999002218,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,1.2508,0.0000,100.1130,510.7816,490.5698,0.0000,0.0000,0.3253
1788948167823,113,depth,1775762880.365927219,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,6.0283,0.0000,0.0000,113.0446,129.5002,0.0000,0.0000,0.3194
1788948168163,114,depth,1775762880.732365131,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,0.1888,0.0000,0.0000,253.3934,236.9378,0.0000,0.0000,0.3453
1788948168538,115,depth,1775762881.065750122,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,0.7162,0.0000,0.0000,586.7784,570.3228,0.0000,0.0000,0.4595
1788948168905,116,depth,1775762881.399127960,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,0.9043,0.0000,0.0000,65.2222,82.4141,0.0000,0.0000,0.2708
1788948169285,117,depth,1775762881.765749931,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,2.2187,0.0000,0.0000,301.3998,284.2079,0.0000,0.0000,0.2915
1788948169641,118,depth,1775762882.167490959,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,4.4523,0.0000,0.0000,394.0876,410.6969,0.0000,0.0000,0.2922
1788948169889,119,depth,1775762882.565872192,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,4.8992,0.0000,0.0000,4.2934,12.3159,0.0000,0.0000,0.2753
1788948170380,120,depth,1775762882.932381868,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,0.5367,0.0000,0.0000,370.8034,354.1941,0.0000,0.0000,0.3174
