wall_time,fusion_id,trigger_source,trigger_stamp,camera_found,lidar_found,gps_found,imu_found,depth_found,odom_found,vel_found,rgb_raw_camera_info_found,stereo_found,camera_delta_ms,lidar_delta_ms,imu_delta_ms,depth_delta_ms,odom_delta_ms,gps_delta_ms,vel_delta_ms,rgb_raw_camera_info_delta_ms,stereo_delta_ms,fusion_latency_ms
1788948171108,121,depth,1775762883.299238205,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,3.5582,0.0000,0.0000,169.2640,187.9878,0.0000,0.0000,0.3036
1788948171114,122,depth,1775762883.632627010,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,4.7892,0.0000,0.0000,164.1250,145.4012,0.0000,0.0000,0.2974
1788948171129,123,depth,1775762883.999242067,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,0.6792,0.0000,0.0000,530.7400,512.0162,0.0000,0.0000,0.3126
1788948171863,124,depth,1775762884.399368048,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,3.9868,0.0000,0.0000,340.7671,367.8230,0.0000,0.0000,0.2914
1788948172223,125,depth,1775762884.865994930,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,0.8962,0.0000,0.0000,125.8599,98.8040,0.0000,0.0000,0.3041
1788948172443,126,depth,1775762885.265881062,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,0.9948,0.0000,0.0000,525.7459,498.6900,0.0000,0.0000,0.3230
1788948172756,127,depth,1775762885.632668257,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,4.8632,0.0000,0.0000,117.5815,131.9051,0.0000,0.0000,0.3022
1788948173425,128,depth,1775762886.032878160,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,2.4218,0.0000,36.3590,443.8323,471.2572,0.0000,0.0000,0.3778
1788948173711,129,depth,1775762886.532865047,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,0.4788,0.0000,0.0000,56.1547,28.7298,0.0000,0.0000,0.2945
1788948174618,130,depth,1775762886.899494171,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,2.3878,0.0000,0.0000,591.2125,613.1649,0.0000,0.0000,0.3567
1788948174627,131,depth,1775762887.266244173,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,4.4578,0.0000,0.0000,224.4625,246.4149,0.0000,0.0000,0.2976
1788948174822,132,depth,1775762887.699704170,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,4.8603,0.0000,0.0000,208.9975,187.0451,0.0000,0.0000,0.3120
1788948175083,133,depth,1775762888.099626064,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,0.4177,0.0000,0.0000,608.9195,586.9671,0.0000,0.0000,0.3388
1788948175801,134,depth,1775762888.433001995,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,3.8642,0.0000,0.0000,53.4424,69.8224,0.0000,0.0000,0.3003
1788948176370,135,depth,1775762888.832877159,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,1.5917,0.0000,0.0000,346.4326,330.0526,0.0000,0.0000,0.3051
1788948176683,136,depth,1775762889.199625969,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,3.0098,0.0000,0.0000,272.7535,303.2771,0.0000,0.0000,0.3303
1788948177421,137,depth,1775762889.599744081,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,0.4603,0.0000,0.0000,127.3645,96.8409,0.0000,0.0000,0.3142
1788948177432,138,depth,1775762890.000217199,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,3.3308,0.0000,0.0000,527.8375,497.3139,0.0000,0.0000,0.3040
1788948177813,139,depth,1775762890.333003998,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,5.7697,0.0000,0.0000,195.7490,220.0504,0.0000,0.0000,0.2937
1788948178146,140,depth,1775762890.668476820,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,3.0108,0.0000,0.0000,139.7240,115.4226,0.0000,0.0000,0.3142
1788948178456,141,depth,1775762890.999864101,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,2.4247,0.0000,0.0000,471.1110,446.8096,0.0000,0.0000,0.3225
1788948178989,142,depth,1775762891.333235979,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,3.3427,0.0000,0.0000,143.8816,165.4311,0.0000,0.0000,0.3689
1788948179194,143,depth,1775762891.699760199,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,4.0312,0.0000,0.0000,222.6424,201.0929,0.0000,0.0000,0.3249
1788948179785,144,depth,1775762892.034694195,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,3.3872,0.0000,0.0000,557.5764,536.0269,0.0000,0.0000,0.3005
1788948180005,145,depth,1775762892.433287859,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,4.9282,0.0000,0.0000,37.9454,60.6437,0.0000,0.0000,0.3039
1788948180463,146,depth,1775762892.799998999,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,4.7003,0.0000,0.0000,328.7656,306.0673,0.0000,0.0000,0.3556
1788948180791,147,depth,1775762893.166622877,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,0.9532,0.0000,0.0000,295.2738,309.1514,0.0000,0.0000,0.3036
1788948181247,148,depth,1775762893.499989033,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,0.3953,0.0000,0.0000,38.0922,24.2146,0.0000,0.0000,0.5325
1788948181580,149,depth,1775762894.000006199,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,1.5177,0.0000,0.0000,538.1092,524.2316,0.0000,0.0000,0.3168
1788948182117,150,depth,1775762894.366760015,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,4.8737,0.0000,0.0000,164.7381,181.5378,0.0000,0.0000,0.3223
1788948182438,151,depth,1775762894.767400980,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,9.8327,0.0000,0.0000,235.9029,219.1032,0.0000,0.0000,0.3575
1788948182930,152,depth,1775762895.166875124,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,10.8887,0.0000,0.0000,333.5391,353.7294,0.0000,0.0000,0.4809
1788948183761,153,depth,1775762895.666896105,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,0.1227,0.0000,0.0000,166.4819,146.2916,0.0000,0.0000,0.4955
1788948183765,154,depth,1775762896.033382177,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,3.8583,0.0000,0.0000,532.9679,512.7776,0.0000,0.0000,0.3009
1788948183992,155,depth,1775762896.433620930,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,4.0377,0.0000,0.0000,43.6251,59.8826,0.0000,0.0000,0.3271
1788948184502,156,depth,1775762896.766870975,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,0.1777,0.0000,0.0000,289.6249,273.3674,0.0000,0.0000,0.3131
1788948184807,157,depth,1775762897.133798122,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,2.0693,0.0000,0.0000,357.1944,373.0261,0.0000,0.0000,0.5060
1788948185361,158,depth,1775762897.533627033,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,3.3017,0.0000,0.0000,42.6346,26.8029,0.0000,0.0000,0.3435
1788948185784,159,depth,1775762897.900827169,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,0.7817,0.0000,0.0000,409.8346,394.0029,0.0000,0.0000,0.5242
1788948186130,160,depth,1775762898.300381899,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,1.3617,0.0000,66.6320,170.8573,188.3759,0.0000,0.0000,0.3384
1788948186464,161,depth,1775762898.633749008,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,5.3128,0.0000,0.0000,162.5097,144.9911,0.0000,0.0000,0.5259
1788948186770,162,depth,1775762899.000499964,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,2.3188,0.0000,0.0000,529.2607,511.7421,0.0000,0.0000,0.3400
1788948187432,163,depth,1775762899.433880091,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,2.6413,0.0000,0.0000,38.6986,72.1448,0.0000,0.0000,0.3144
1788948187694,164,depth,1775762899.867130041,1,0,1,1,1,1,1,1,1,0.0000,-1.0000,4.7637,0.0000,0.0000,394.5514,361.1052,0.0000,0.0000,0.3161
